drug1_id,drug2_id,drug1_name,drug2_name,cell_line,bliss,gamma,source
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,-0.088222235,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,0.4488014,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,2.0988054,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,1.6216329,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,0.89358723,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,0.83204615,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,-0.050720036,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,4.137943,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PA-TU-8988T,4.3194385,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PA-TU-8988T,-0.02788143,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,2.312099,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PA-TU-8988T,3.3899906,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PA-TU-8988T,4.1879935,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PA-TU-8988T,0.9683006,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PA-TU-8988T,6.748906,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PA-TU-8988T,2.5061502,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PA-TU-8988T,1.0649925,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PA-TU-8988T,1.2424705,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,0.35291523,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PA-TU-8988T,2.817234,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PA-TU-8988T,3.9615438,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PA-TU-8988T,1.5615373,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PA-TU-8988T,2.53163,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PA-TU-8988T,1.0081483,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PA-TU-8988T,2.9536557,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PA-TU-8988T,2.1379495,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PA-TU-8988T,0.6465644,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PA-TU-8988T,5.328349,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PA-TU-8988T,0.58431184,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PA-TU-8988T,1.5585542,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PA-TU-8988T,3.1520934,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,2.0039635,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PA-TU-8988T,4.1803274,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PA-TU-8988T,2.7273405,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PA-TU-8988T,2.664314,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,2.2444646,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PA-TU-8988T,0.7465478,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PA-TU-8988T,0.4087748,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PA-TU-8988T,0.92735577,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PA-TU-8988T,3.0931406,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PA-TU-8988T,2.8677757,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PA-TU-8988T,1.3961736,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,4.9561157,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PA-TU-8988T,0.85226524,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PA-TU-8988T,2.5206041,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PA-TU-8988T,1.6460925,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PA-TU-8988T,1.5282239,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,2.2912753,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PA-TU-8988T,5.156694,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PA-TU-8988T,1.7020108,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,0.31103334,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,2.9021893,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,3.8477676,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,3.3224947,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,1.2542946,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,3.6696055,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,0.21184422,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,3.0821137,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PA-TU-8988T,4.6332154,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PA-TU-8988T,0.2757671,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,2.366154,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,5.9167414,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PA-TU-8988T,2.693178,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PA-TU-8988T,1.0194485,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PA-TU-8988T,0.8151956,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PA-TU-8988T,1.8285363,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,2.6086884,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PA-TU-8988T,3.4629185,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PA-TU-8988T,1.690756,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,-0.124065004,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,2.5427272,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,4.8409767,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,2.5533164,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,1.5429164,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,0.6518338,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,-0.09481227,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,5.4487934,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PA-TU-8988T,3.9234803,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PA-TU-8988T,0.3098589,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,0.752034,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PA-TU-8988T,4.947501,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PA-TU-8988T,1.9568083,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PA-TU-8988T,0.6999219,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PA-TU-8988T,5.588479,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PA-TU-8988T,4.249287,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PA-TU-8988T,1.4044971,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PA-TU-8988T,0.39377478,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,0.7334329,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PA-TU-8988T,2.352473,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PA-TU-8988T,5.155582,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PA-TU-8988T,0.95852035,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PA-TU-8988T,1.9332228,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PA-TU-8988T,0.10098394,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PA-TU-8988T,0.39145148,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PA-TU-8988T,1.9342452,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PA-TU-8988T,0.79335797,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PA-TU-8988T,4.087469,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PA-TU-8988T,0.28654924,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PA-TU-8988T,1.4530467,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PA-TU-8988T,1.3079938,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,1.9316871,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PA-TU-8988T,3.2530243,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PA-TU-8988T,3.59722,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PA-TU-8988T,2.437299,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,2.2494986,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PA-TU-8988T,0.78337115,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PA-TU-8988T,0.25681958,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PA-TU-8988T,0.5672147,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PA-TU-8988T,3.57154,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PA-TU-8988T,3.597039,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PA-TU-8988T,1.8497566,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PA-TU-8988T,-0.09625874,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,0.8616506,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PA-TU-8988T,1.5522083,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PA-TU-8988T,4.917032,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PA-TU-8988T,1.4461535,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PA-TU-8988T,3.6851382,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PA-TU-8988T,-0.018209582,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PA-TU-8988T,3.0284314,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PA-TU-8988T,2.073264,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PA-TU-8988T,7.90576,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PA-TU-8988T,3.0946107,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PA-TU-8988T,0.44931844,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PA-TU-8988T,0.37349993,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PA-TU-8988T,0.93280137,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,2.5250568,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PA-TU-8988T,4.3361473,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PA-TU-8988T,2.448049,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PA-TU-8988T,1.3342776,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,1.481355,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PA-TU-8988T,0.6359023,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PA-TU-8988T,1.1673506,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PA-TU-8988T,1.9065274,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PA-TU-8988T,2.978958,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PA-TU-8988T,2.3910124,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PA-TU-8988T,2.675004,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,6.082367,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PA-TU-8988T,1.4420267,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PA-TU-8988T,2.6605399,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PA-TU-8988T,1.6481938,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PA-TU-8988T,0.6575559,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,2.4678195,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PA-TU-8988T,5.4483385,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PA-TU-8988T,1.3441086,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,-0.30298373,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PA-TU-8988T,1.400584,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PA-TU-8988T,5.284462,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PA-TU-8988T,1.7590319,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PA-TU-8988T,1.4048413,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PA-TU-8988T,1.8960588,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PA-TU-8988T,-0.112604916,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PA-TU-8988T,5.190534,,GDSC
